"","X.1","X","Site","Treatment","Yr_Month","Site_ym","Blackbear","Wolf","Coyote","Lynx","Caribou","WTDeer","Moose","Year","Month","ActiveDays","SnowDays","pSnow"
"1683",1683,1683,"Algar57","NatRegen","2016-01","Algar57 2016-01",0,0,0,0,0,0,0,2016,1,0,0,NA
"1684",1684,1684,"Algar57","NatRegen","2016-02","Algar57 2016-02",0,0,0,0,0,0,0,2016,2,0,0,NA
"1685",1685,1685,"Algar57","NatRegen","2016-03","Algar57 2016-03",0,0,0,0,0,0,0,2016,3,0,0,NA
"1686",1686,1686,"Algar57","NatRegen","2016-04","Algar57 2016-04",0,0,0,0,0,0,0,2016,4,0,0,NA
"1687",1687,1687,"Algar57","NatRegen","2016-05","Algar57 2016-05",0,0,0,0,0,0,0,2016,5,0,0,NA
"1688",1688,1688,"Algar57","NatRegen","2016-06","Algar57 2016-06",0,0,0,0,0,0,0,2016,6,0,0,NA
"1689",1689,1689,"Algar57","NatRegen","2016-07","Algar57 2016-07",0,0,0,0,0,0,0,2016,7,0,0,NA
"1690",1690,1690,"Algar57","NatRegen","2016-08","Algar57 2016-08",0,0,0,0,0,0,0,2016,8,0,0,NA
"1691",1691,1691,"Algar57","NatRegen","2016-09","Algar57 2016-09",0,0,0,0,0,0,0,2016,9,0,0,NA
"1692",1692,1692,"Algar57","NatRegen","2016-10","Algar57 2016-10",0,0,0,0,0,0,0,2016,10,0,0,NA
"1693",1693,1693,"Algar57","NatRegen","2016-11","Algar57 2016-11",0,1,0,0,0,5,0,2016,11,18,14,0.777777777777778
"1694",1694,1694,"Algar57","NatRegen","2016-12","Algar57 2016-12",0,1,0,0,0,2,0,2016,12,31,31,1
"1695",1695,1695,"Algar57","NatRegen","2017-01","Algar57 2017-01",0,0,0,0,0,1,0,2017,1,31,31,1
"1696",1696,1696,"Algar57","NatRegen","2017-02","Algar57 2017-02",0,0,0,0,0,0,0,2017,2,28,28,1
"1697",1697,1697,"Algar57","NatRegen","2017-03","Algar57 2017-03",0,0,0,0,0,0,0,2017,3,31,31,1
"1698",1698,1698,"Algar57","NatRegen","2017-04","Algar57 2017-04",1,0,0,0,0,1,0,2017,4,30,11,0.366666666666667
"1699",1699,1699,"Algar57","NatRegen","2017-05","Algar57 2017-05",0,0,0,0,0,2,0,2017,5,31,0,0
"1700",1700,1700,"Algar57","NatRegen","2017-06","Algar57 2017-06",1,0,0,0,0,1,0,2017,6,27,0,0
"1701",1701,1701,"Algar57","NatRegen","2017-07","Algar57 2017-07",0,0,0,0,0,0,0,2017,7,0,0,NA
"1702",1702,1702,"Algar57","NatRegen","2017-08","Algar57 2017-08",0,0,0,0,0,0,0,2017,8,0,0,NA
"1703",1703,1703,"Algar57","NatRegen","2017-09","Algar57 2017-09",0,0,0,0,0,0,0,2017,9,0,0,NA
"1704",1704,1704,"Algar57","NatRegen","2017-10","Algar57 2017-10",0,0,0,0,0,0,0,2017,10,0,0,NA
"1705",1705,1705,"Algar57","NatRegen","2017-11","Algar57 2017-11",0,0,0,0,0,3,0,2017,11,22,22,1
"1706",1706,1706,"Algar57","NatRegen","2017-12","Algar57 2017-12",0,0,0,0,0,0,0,2017,12,31,31,1
"1707",1707,1707,"Algar57","NatRegen","2018-01","Algar57 2018-01",0,0,0,0,0,0,0,2018,1,31,31,1
"1708",1708,1708,"Algar57","NatRegen","2018-02","Algar57 2018-02",0,0,0,0,0,0,0,2018,2,28,28,1
"1709",1709,1709,"Algar57","NatRegen","2018-03","Algar57 2018-03",0,0,0,0,0,0,0,2018,3,31,31,1
"1710",1710,1710,"Algar57","NatRegen","2018-04","Algar57 2018-04",0,0,0,0,0,0,0,2018,4,8,8,1
"1711",1711,1711,"Algar58","NatRegen","2015-11","Algar58 2015-11",0,0,0,0,0,0,0,2015,11,0,0,NA
"1712",1712,1712,"Algar58","NatRegen","2015-12","Algar58 2015-12",0,0,0,0,0,0,0,2015,12,0,0,NA
"1713",1713,1713,"Algar58","NatRegen","2016-01","Algar58 2016-01",0,0,0,0,0,0,0,2016,1,0,0,NA
"1714",1714,1714,"Algar58","NatRegen","2016-02","Algar58 2016-02",0,0,0,0,0,0,0,2016,2,0,0,NA
"1715",1715,1715,"Algar58","NatRegen","2016-03","Algar58 2016-03",0,0,0,0,0,0,0,2016,3,0,0,NA
"1716",1716,1716,"Algar58","NatRegen","2016-04","Algar58 2016-04",0,0,0,0,0,0,0,2016,4,0,0,NA
"1717",1717,1717,"Algar58","NatRegen","2016-05","Algar58 2016-05",0,0,0,0,0,0,0,2016,5,0,0,NA
"1718",1718,1718,"Algar58","NatRegen","2016-06","Algar58 2016-06",0,0,0,0,0,0,0,2016,6,0,0,NA
"1719",1719,1719,"Algar58","NatRegen","2016-07","Algar58 2016-07",0,0,0,0,0,0,0,2016,7,0,0,NA
"1720",1720,1720,"Algar58","NatRegen","2016-08","Algar58 2016-08",0,0,0,0,0,0,0,2016,8,0,0,NA
"1721",1721,1721,"Algar58","NatRegen","2016-09","Algar58 2016-09",0,0,0,0,0,0,0,2016,9,0,0,NA
"1722",1722,1722,"Algar58","NatRegen","2016-10","Algar58 2016-10",0,0,0,0,0,0,0,2016,10,0,0,NA
"1723",1723,1723,"Algar58","NatRegen","2016-11","Algar58 2016-11",0,0,0,0,0,0,0,2016,11,18,11,0.611111111111111
"1724",1724,1724,"Algar58","NatRegen","2016-12","Algar58 2016-12",0,0,0,0,0,1,1,2016,12,31,31,1
"1725",1725,1725,"Algar58","NatRegen","2017-01","Algar58 2017-01",0,0,0,0,0,0,0,2017,1,31,31,1
"1726",1726,1726,"Algar58","NatRegen","2017-02","Algar58 2017-02",0,0,0,0,0,0,0,2017,2,28,28,1
"1727",1727,1727,"Algar58","NatRegen","2017-03","Algar58 2017-03",0,0,0,0,0,0,0,2017,3,31,31,1
"1728",1728,1728,"Algar58","NatRegen","2017-04","Algar58 2017-04",0,0,0,0,0,0,0,2017,4,30,15,0.5
"1729",1729,1729,"Algar58","NatRegen","2017-05","Algar58 2017-05",0,1,0,0,0,0,0,2017,5,31,1,0.032258064516129
"1730",1730,1730,"Algar58","NatRegen","2017-06","Algar58 2017-06",1,0,0,0,0,0,0,2017,6,30,0,0
"1731",1731,1731,"Algar58","NatRegen","2017-07","Algar58 2017-07",0,0,0,0,0,0,1,2017,7,29,0,0
"1732",1732,1732,"Algar58","NatRegen","2017-08","Algar58 2017-08",0,0,0,0,0,0,0,2017,8,0,0,NA
"1733",1733,1733,"Algar58","NatRegen","2017-09","Algar58 2017-09",0,0,0,0,0,0,0,2017,9,0,0,NA
"1734",1734,1734,"Algar58","NatRegen","2017-10","Algar58 2017-10",0,0,0,0,0,0,0,2017,10,0,0,NA
"1735",1735,1735,"Algar58","NatRegen","2017-11","Algar58 2017-11",0,0,0,0,0,3,0,2017,11,23,20,0.869565217391304
"1736",1736,1736,"Algar58","NatRegen","2017-12","Algar58 2017-12",0,0,0,1,0,0,0,2017,12,31,31,1
"1737",1737,1737,"Algar58","NatRegen","2018-01","Algar58 2018-01",0,0,0,0,0,0,0,2018,1,31,31,1
"1738",1738,1738,"Algar58","NatRegen","2018-02","Algar58 2018-02",0,0,0,0,0,0,0,2018,2,28,28,1
"1739",1739,1739,"Algar58","NatRegen","2018-03","Algar58 2018-03",0,0,0,0,0,0,0,2018,3,31,31,1
"1740",1740,1740,"Algar58","NatRegen","2018-04","Algar58 2018-04",0,0,0,0,0,0,0,2018,4,7,7,1
"1741",1741,1741,"Algar59","NatRegen","2015-11","Algar59 2015-11",0,0,0,0,0,0,0,2015,11,0,0,NA
"1742",1742,1742,"Algar59","NatRegen","2015-12","Algar59 2015-12",0,0,0,0,0,0,0,2015,12,0,0,NA
"1743",1743,1743,"Algar59","NatRegen","2016-01","Algar59 2016-01",0,0,0,0,0,0,0,2016,1,0,0,NA
"1744",1744,1744,"Algar59","NatRegen","2016-02","Algar59 2016-02",0,0,0,0,0,0,0,2016,2,0,0,NA
"1745",1745,1745,"Algar59","NatRegen","2016-03","Algar59 2016-03",0,0,0,0,0,0,0,2016,3,0,0,NA
"1746",1746,1746,"Algar59","NatRegen","2016-04","Algar59 2016-04",0,0,0,0,0,0,0,2016,4,0,0,NA
"1747",1747,1747,"Algar59","NatRegen","2016-05","Algar59 2016-05",0,0,0,0,0,0,0,2016,5,0,0,NA
"1748",1748,1748,"Algar59","NatRegen","2016-06","Algar59 2016-06",0,0,0,0,0,0,0,2016,6,0,0,NA
"1749",1749,1749,"Algar59","NatRegen","2016-07","Algar59 2016-07",0,0,0,0,0,0,0,2016,7,0,0,NA
"1750",1750,1750,"Algar59","NatRegen","2016-08","Algar59 2016-08",0,0,0,0,0,0,0,2016,8,0,0,NA
"1751",1751,1751,"Algar59","NatRegen","2016-09","Algar59 2016-09",0,0,0,0,0,0,0,2016,9,0,0,NA
"1752",1752,1752,"Algar59","NatRegen","2016-10","Algar59 2016-10",0,0,0,0,0,0,0,2016,10,0,0,NA
"1753",1753,1753,"Algar59","NatRegen","2016-11","Algar59 2016-11",0,0,0,0,0,0,0,2016,11,18,5,0.277777777777778
"1754",1754,1754,"Algar59","NatRegen","2016-12","Algar59 2016-12",0,0,0,0,0,0,1,2016,12,31,31,1
"1755",1755,1755,"Algar59","NatRegen","2017-01","Algar59 2017-01",0,0,0,0,0,0,0,2017,1,31,31,1
"1756",1756,1756,"Algar59","NatRegen","2017-02","Algar59 2017-02",0,0,0,0,0,0,2,2017,2,28,28,1
"1757",1757,1757,"Algar59","NatRegen","2017-03","Algar59 2017-03",0,0,0,0,0,0,0,2017,3,31,31,1
"1758",1758,1758,"Algar59","NatRegen","2017-04","Algar59 2017-04",0,1,0,0,0,0,0,2017,4,30,8,0.266666666666667
"1759",1759,1759,"Algar59","NatRegen","2017-05","Algar59 2017-05",0,0,0,0,0,0,0,2017,5,31,0,0
"1760",1760,1760,"Algar59","NatRegen","2017-06","Algar59 2017-06",1,0,0,0,0,0,0,2017,6,18,0,0
"1761",1761,1761,"Algar59","NatRegen","2017-07","Algar59 2017-07",0,0,0,0,0,0,0,2017,7,0,0,NA
"1762",1762,1762,"Algar59","NatRegen","2017-08","Algar59 2017-08",0,0,0,0,0,0,0,2017,8,0,0,NA
"1763",1763,1763,"Algar59","NatRegen","2017-09","Algar59 2017-09",0,0,0,0,0,0,0,2017,9,0,0,NA
"1764",1764,1764,"Algar59","NatRegen","2017-10","Algar59 2017-10",0,0,0,0,0,0,0,2017,10,0,0,NA
"1765",1765,1765,"Algar59","NatRegen","2017-11","Algar59 2017-11",0,0,0,0,0,0,0,2017,11,16,16,1
"1766",1766,1766,"Algar59","NatRegen","2017-12","Algar59 2017-12",0,0,0,0,0,0,0,2017,12,0,0,NA
"1767",1767,1767,"Algar59","NatRegen","2018-01","Algar59 2018-01",0,0,0,0,0,0,0,2018,1,0,0,NA
"1768",1768,1768,"Algar59","NatRegen","2018-02","Algar59 2018-02",0,0,0,0,0,0,0,2018,2,0,0,NA
"1769",1769,1769,"Algar59","NatRegen","2018-03","Algar59 2018-03",0,0,0,0,0,0,0,2018,3,0,0,NA
"1770",1770,1770,"Algar59","NatRegen","2018-04","Algar59 2018-04",0,0,0,0,0,0,0,2018,4,0,0,NA
"1771",1771,1771,"Algar60","HumanUse","2015-11","Algar60 2015-11",0,0,0,0,0,0,0,2015,11,0,0,NA
"1772",1772,1772,"Algar60","HumanUse","2015-12","Algar60 2015-12",0,0,0,0,0,0,0,2015,12,0,0,NA
"1773",1773,1773,"Algar60","HumanUse","2016-01","Algar60 2016-01",0,0,0,0,0,0,0,2016,1,0,0,NA
"1774",1774,1774,"Algar60","HumanUse","2016-02","Algar60 2016-02",0,0,0,0,0,0,0,2016,2,0,0,NA
"1775",1775,1775,"Algar60","HumanUse","2016-03","Algar60 2016-03",0,0,0,0,0,0,0,2016,3,0,0,NA
"1776",1776,1776,"Algar60","HumanUse","2016-04","Algar60 2016-04",0,0,0,0,0,0,0,2016,4,0,0,NA
"1777",1777,1777,"Algar60","HumanUse","2016-05","Algar60 2016-05",0,0,0,0,0,0,0,2016,5,0,0,NA
"1778",1778,1778,"Algar60","HumanUse","2016-06","Algar60 2016-06",0,0,0,0,0,0,0,2016,6,0,0,NA
"1779",1779,1779,"Algar60","HumanUse","2016-07","Algar60 2016-07",0,0,0,0,0,0,0,2016,7,0,0,NA
"1780",1780,1780,"Algar60","HumanUse","2016-08","Algar60 2016-08",0,0,0,0,0,0,0,2016,8,0,0,NA
"1781",1781,1781,"Algar60","HumanUse","2016-09","Algar60 2016-09",0,0,0,0,0,0,0,2016,9,0,0,NA
"1782",1782,1782,"Algar60","HumanUse","2016-10","Algar60 2016-10",0,0,0,0,0,0,0,2016,10,0,0,NA
"1783",1783,1783,"Algar60","HumanUse","2016-11","Algar60 2016-11",0,0,0,0,0,0,0,2016,11,18,4,0.222222222222222
"1784",1784,1784,"Algar60","HumanUse","2016-12","Algar60 2016-12",0,0,0,0,0,0,0,2016,12,31,31,1
"1785",1785,1785,"Algar60","HumanUse","2017-01","Algar60 2017-01",0,0,0,0,0,0,0,2017,1,31,31,1
"1786",1786,1786,"Algar60","HumanUse","2017-02","Algar60 2017-02",0,0,0,0,0,0,3,2017,2,28,28,1
"1787",1787,1787,"Algar60","HumanUse","2017-03","Algar60 2017-03",0,1,1,0,0,0,0,2017,3,31,25,0.806451612903226
"1788",1788,1788,"Algar60","HumanUse","2017-04","Algar60 2017-04",0,1,0,0,1,0,0,2017,4,30,4,0.133333333333333
"1789",1789,1789,"Algar60","HumanUse","2017-05","Algar60 2017-05",0,0,0,0,0,0,0,2017,5,9,0,0
"1790",1790,1790,"Algar60","HumanUse","2017-06","Algar60 2017-06",0,0,0,0,0,0,0,2017,6,0,0,NA
"1791",1791,1791,"Algar60","HumanUse","2017-07","Algar60 2017-07",0,0,0,0,0,0,0,2017,7,0,0,NA
"1792",1792,1792,"Algar60","HumanUse","2017-08","Algar60 2017-08",0,0,0,0,0,0,0,2017,8,0,0,NA
"1793",1793,1793,"Algar60","HumanUse","2017-09","Algar60 2017-09",0,0,0,0,0,0,0,2017,9,0,0,NA
"1794",1794,1794,"Algar60","HumanUse","2017-10","Algar60 2017-10",0,0,0,0,0,0,0,2017,10,0,0,NA
"1795",1795,1795,"Algar60","HumanUse","2017-11","Algar60 2017-11",0,0,0,0,0,0,0,2017,11,23,23,1
"1796",1796,1796,"Algar60","HumanUse","2017-12","Algar60 2017-12",0,0,0,0,0,0,0,2017,12,31,31,1
"1797",1797,1797,"Algar60","HumanUse","2018-01","Algar60 2018-01",0,0,0,0,0,0,0,2018,1,31,31,1
"1798",1798,1798,"Algar60","HumanUse","2018-02","Algar60 2018-02",0,0,0,0,0,0,0,2018,2,28,28,1
"1799",1799,1799,"Algar60","HumanUse","2018-03","Algar60 2018-03",0,0,0,0,0,0,0,2018,3,31,31,1
"1800",1800,1800,"Algar60","HumanUse","2018-04","Algar60 2018-04",0,0,0,0,0,0,0,2018,4,8,7,0.875
"1801",1801,1801,"Algar61","OffLine","2015-11","Algar61 2015-11",0,0,0,0,0,0,0,2015,11,0,0,NA
"1802",1802,1802,"Algar61","OffLine","2015-12","Algar61 2015-12",0,0,0,0,0,0,0,2015,12,0,0,NA
"1803",1803,1803,"Algar61","OffLine","2016-01","Algar61 2016-01",0,0,0,0,0,0,0,2016,1,0,0,NA
"1804",1804,1804,"Algar61","OffLine","2016-02","Algar61 2016-02",0,0,0,0,0,0,0,2016,2,0,0,NA
"1805",1805,1805,"Algar61","OffLine","2016-03","Algar61 2016-03",0,0,0,0,0,0,0,2016,3,0,0,NA
"1806",1806,1806,"Algar61","OffLine","2016-04","Algar61 2016-04",0,0,0,0,0,0,0,2016,4,0,0,NA
"1807",1807,1807,"Algar61","OffLine","2016-05","Algar61 2016-05",0,0,0,0,0,0,0,2016,5,0,0,NA
"1808",1808,1808,"Algar61","OffLine","2016-06","Algar61 2016-06",0,0,0,0,0,0,0,2016,6,0,0,NA
"1809",1809,1809,"Algar61","OffLine","2016-07","Algar61 2016-07",0,0,0,0,0,0,0,2016,7,0,0,NA
"1810",1810,1810,"Algar61","OffLine","2016-08","Algar61 2016-08",0,0,0,0,0,0,0,2016,8,0,0,NA
"1811",1811,1811,"Algar61","OffLine","2016-09","Algar61 2016-09",0,0,0,0,0,0,0,2016,9,0,0,NA
"1812",1812,1812,"Algar61","OffLine","2016-10","Algar61 2016-10",0,0,0,0,0,0,0,2016,10,0,0,NA
"1813",1813,1813,"Algar61","OffLine","2016-11","Algar61 2016-11",0,0,0,0,0,0,0,2016,11,0,0,NA
"1814",1814,1814,"Algar61","OffLine","2016-12","Algar61 2016-12",0,0,0,0,0,0,0,2016,12,0,0,NA
"1815",1815,1815,"Algar61","OffLine","2017-01","Algar61 2017-01",0,0,0,0,0,0,0,2017,1,0,0,NA
"1816",1816,1816,"Algar61","OffLine","2017-02","Algar61 2017-02",0,0,0,0,0,0,0,2017,2,0,0,NA
"1817",1817,1817,"Algar61","OffLine","2017-03","Algar61 2017-03",0,0,0,0,0,0,0,2017,3,0,0,NA
"1818",1818,1818,"Algar61","OffLine","2017-04","Algar61 2017-04",0,0,0,0,0,0,0,2017,4,0,0,NA
"1819",1819,1819,"Algar61","OffLine","2017-05","Algar61 2017-05",0,0,0,0,0,0,0,2017,5,0,0,NA
"1820",1820,1820,"Algar61","OffLine","2017-06","Algar61 2017-06",0,0,0,0,0,0,0,2017,6,0,0,NA
"1821",1821,1821,"Algar61","OffLine","2017-07","Algar61 2017-07",0,0,0,0,0,0,0,2017,7,0,0,NA
"1822",1822,1822,"Algar61","OffLine","2017-08","Algar61 2017-08",0,0,0,0,0,0,0,2017,8,0,0,NA
"1823",1823,1823,"Algar61","OffLine","2017-09","Algar61 2017-09",0,0,0,0,0,0,0,2017,9,0,0,NA
"1824",1824,1824,"Algar61","OffLine","2017-10","Algar61 2017-10",0,0,0,0,0,0,0,2017,10,0,0,NA
"1825",1825,1825,"Algar61","OffLine","2017-11","Algar61 2017-11",0,0,0,0,0,14,0,2017,11,22,22,1
"1826",1826,1826,"Algar61","OffLine","2017-12","Algar61 2017-12",0,0,0,0,0,9,0,2017,12,31,31,1
"1827",1827,1827,"Algar61","OffLine","2018-01","Algar61 2018-01",0,0,0,0,0,19,0,2018,1,31,31,1
"1828",1828,1828,"Algar61","OffLine","2018-02","Algar61 2018-02",0,0,0,0,0,10,0,2018,2,28,28,1
"1829",1829,1829,"Algar61","OffLine","2018-03","Algar61 2018-03",0,0,0,0,0,8,0,2018,3,31,31,1
"1830",1830,1830,"Algar61","OffLine","2018-04","Algar61 2018-04",0,0,0,0,0,2,0,2018,4,8,8,1
"1831",1831,1831,"Algar62","OffLine","2015-11","Algar62 2015-11",0,0,0,0,0,0,0,2015,11,0,0,NA
"1832",1832,1832,"Algar62","OffLine","2015-12","Algar62 2015-12",0,0,0,0,0,0,0,2015,12,0,0,NA
"1833",1833,1833,"Algar62","OffLine","2016-01","Algar62 2016-01",0,0,0,0,0,0,0,2016,1,0,0,NA
"1834",1834,1834,"Algar62","OffLine","2016-02","Algar62 2016-02",0,0,0,0,0,0,0,2016,2,0,0,NA
"1835",1835,1835,"Algar62","OffLine","2016-03","Algar62 2016-03",0,0,0,0,0,0,0,2016,3,0,0,NA
"1836",1836,1836,"Algar62","OffLine","2016-04","Algar62 2016-04",0,0,0,0,0,0,0,2016,4,0,0,NA
"1837",1837,1837,"Algar62","OffLine","2016-05","Algar62 2016-05",0,0,0,0,0,0,0,2016,5,0,0,NA
"1838",1838,1838,"Algar62","OffLine","2016-06","Algar62 2016-06",0,0,0,0,0,0,0,2016,6,0,0,NA
"1839",1839,1839,"Algar62","OffLine","2016-07","Algar62 2016-07",0,0,0,0,0,0,0,2016,7,0,0,NA
"1840",1840,1840,"Algar62","OffLine","2016-08","Algar62 2016-08",0,0,0,0,0,0,0,2016,8,0,0,NA
"1841",1841,1841,"Algar62","OffLine","2016-09","Algar62 2016-09",0,0,0,0,0,0,0,2016,9,0,0,NA
"1842",1842,1842,"Algar62","OffLine","2016-10","Algar62 2016-10",0,0,0,0,0,0,0,2016,10,0,0,NA
"1843",1843,1843,"Algar62","OffLine","2016-11","Algar62 2016-11",0,0,0,0,0,0,0,2016,11,0,0,NA
"1844",1844,1844,"Algar62","OffLine","2016-12","Algar62 2016-12",0,0,0,0,0,0,0,2016,12,0,0,NA
"1845",1845,1845,"Algar62","OffLine","2017-01","Algar62 2017-01",0,0,0,0,0,0,0,2017,1,0,0,NA
"1846",1846,1846,"Algar62","OffLine","2017-02","Algar62 2017-02",0,0,0,0,0,0,0,2017,2,0,0,NA
"1847",1847,1847,"Algar62","OffLine","2017-03","Algar62 2017-03",0,0,0,0,0,0,0,2017,3,0,0,NA
"1848",1848,1848,"Algar62","OffLine","2017-04","Algar62 2017-04",0,0,0,0,0,0,0,2017,4,0,0,NA
"1849",1849,1849,"Algar62","OffLine","2017-05","Algar62 2017-05",0,0,0,0,0,0,0,2017,5,0,0,NA
"1850",1850,1850,"Algar62","OffLine","2017-06","Algar62 2017-06",0,0,0,0,0,0,0,2017,6,0,0,NA
"1851",1851,1851,"Algar62","OffLine","2017-07","Algar62 2017-07",0,0,0,0,0,0,0,2017,7,0,0,NA
"1852",1852,1852,"Algar62","OffLine","2017-08","Algar62 2017-08",0,0,0,0,0,0,0,2017,8,0,0,NA
"1853",1853,1853,"Algar62","OffLine","2017-09","Algar62 2017-09",0,0,0,0,0,0,0,2017,9,0,0,NA
"1854",1854,1854,"Algar62","OffLine","2017-10","Algar62 2017-10",0,0,0,0,0,0,0,2017,10,0,0,NA
"1855",1855,1855,"Algar62","OffLine","2017-11","Algar62 2017-11",0,0,0,0,0,3,0,2017,11,22,21,0.954545454545455
"1856",1856,1856,"Algar62","OffLine","2017-12","Algar62 2017-12",0,0,0,0,0,0,0,2017,12,31,31,1
"1857",1857,1857,"Algar62","OffLine","2018-01","Algar62 2018-01",0,0,0,0,0,2,0,2018,1,31,31,1
"1858",1858,1858,"Algar62","OffLine","2018-02","Algar62 2018-02",0,0,0,0,0,0,0,2018,2,28,28,1
"1859",1859,1859,"Algar62","OffLine","2018-03","Algar62 2018-03",0,0,0,0,0,0,0,2018,3,19,19,1
"1860",1860,1860,"Algar62","OffLine","2018-04","Algar62 2018-04",0,0,0,0,0,0,0,2018,4,0,0,NA
"1861",1861,1861,"Algar63","OffLine","2015-11","Algar63 2015-11",0,0,0,0,0,0,0,2015,11,0,0,NA
"1862",1862,1862,"Algar63","OffLine","2015-12","Algar63 2015-12",0,0,0,0,0,0,0,2015,12,0,0,NA
"1863",1863,1863,"Algar63","OffLine","2016-01","Algar63 2016-01",0,0,0,0,0,0,0,2016,1,0,0,NA
"1864",1864,1864,"Algar63","OffLine","2016-02","Algar63 2016-02",0,0,0,0,0,0,0,2016,2,0,0,NA
"1865",1865,1865,"Algar63","OffLine","2016-03","Algar63 2016-03",0,0,0,0,0,0,0,2016,3,0,0,NA
"1866",1866,1866,"Algar63","OffLine","2016-04","Algar63 2016-04",0,0,0,0,0,0,0,2016,4,0,0,NA
"1867",1867,1867,"Algar63","OffLine","2016-05","Algar63 2016-05",0,0,0,0,0,0,0,2016,5,0,0,NA
"1868",1868,1868,"Algar63","OffLine","2016-06","Algar63 2016-06",0,0,0,0,0,0,0,2016,6,0,0,NA
"1869",1869,1869,"Algar63","OffLine","2016-07","Algar63 2016-07",0,0,0,0,0,0,0,2016,7,0,0,NA
"1870",1870,1870,"Algar63","OffLine","2016-08","Algar63 2016-08",0,0,0,0,0,0,0,2016,8,0,0,NA
"1871",1871,1871,"Algar63","OffLine","2016-09","Algar63 2016-09",0,0,0,0,0,0,0,2016,9,0,0,NA
"1872",1872,1872,"Algar63","OffLine","2016-10","Algar63 2016-10",0,0,0,0,0,0,0,2016,10,0,0,NA
"1873",1873,1873,"Algar63","OffLine","2016-11","Algar63 2016-11",0,0,0,0,0,0,0,2016,11,0,0,NA
"1874",1874,1874,"Algar63","OffLine","2016-12","Algar63 2016-12",0,0,0,0,0,0,0,2016,12,0,0,NA
"1875",1875,1875,"Algar63","OffLine","2017-01","Algar63 2017-01",0,0,0,0,0,0,0,2017,1,0,0,NA
"1876",1876,1876,"Algar63","OffLine","2017-02","Algar63 2017-02",0,0,0,0,0,0,0,2017,2,0,0,NA
"1877",1877,1877,"Algar63","OffLine","2017-03","Algar63 2017-03",0,0,0,0,0,0,0,2017,3,0,0,NA
"1878",1878,1878,"Algar63","OffLine","2017-04","Algar63 2017-04",0,0,0,0,0,0,0,2017,4,0,0,NA
"1879",1879,1879,"Algar63","OffLine","2017-05","Algar63 2017-05",0,0,0,0,0,0,0,2017,5,0,0,NA
"1880",1880,1880,"Algar63","OffLine","2017-06","Algar63 2017-06",0,0,0,0,0,0,0,2017,6,0,0,NA
"1881",1881,1881,"Algar63","OffLine","2017-07","Algar63 2017-07",0,0,0,0,0,0,0,2017,7,0,0,NA
"1882",1882,1882,"Algar63","OffLine","2017-08","Algar63 2017-08",0,0,0,0,0,0,0,2017,8,0,0,NA
"1883",1883,1883,"Algar63","OffLine","2017-09","Algar63 2017-09",0,0,0,0,0,0,0,2017,9,0,0,NA
"1884",1884,1884,"Algar63","OffLine","2017-10","Algar63 2017-10",0,0,0,0,0,0,0,2017,10,0,0,NA
"1885",1885,1885,"Algar63","OffLine","2017-11","Algar63 2017-11",0,0,0,0,0,2,1,2017,11,22,21,0.954545454545455
"1886",1886,1886,"Algar63","OffLine","2017-12","Algar63 2017-12",0,0,0,0,0,1,0,2017,12,31,31,1
"1887",1887,1887,"Algar63","OffLine","2018-01","Algar63 2018-01",0,0,0,0,0,1,0,2018,1,31,31,1
"1888",1888,1888,"Algar63","OffLine","2018-02","Algar63 2018-02",0,0,0,0,0,0,0,2018,2,28,28,1
"1889",1889,1889,"Algar63","OffLine","2018-03","Algar63 2018-03",0,0,0,0,0,1,0,2018,3,31,31,1
"1890",1890,1890,"Algar63","OffLine","2018-04","Algar63 2018-04",0,0,0,0,0,0,0,2018,4,8,8,1
"1891",1891,1891,"Algar64","OffLine","2015-11","Algar64 2015-11",0,0,0,0,0,0,0,2015,11,0,0,NA
"1892",1892,1892,"Algar64","OffLine","2015-12","Algar64 2015-12",0,0,0,0,0,0,0,2015,12,0,0,NA
"1893",1893,1893,"Algar64","OffLine","2016-01","Algar64 2016-01",0,0,0,0,0,0,0,2016,1,0,0,NA
"1894",1894,1894,"Algar64","OffLine","2016-02","Algar64 2016-02",0,0,0,0,0,0,0,2016,2,0,0,NA
"1895",1895,1895,"Algar64","OffLine","2016-03","Algar64 2016-03",0,0,0,0,0,0,0,2016,3,0,0,NA
"1896",1896,1896,"Algar64","OffLine","2016-04","Algar64 2016-04",0,0,0,0,0,0,0,2016,4,0,0,NA
"1897",1897,1897,"Algar64","OffLine","2016-05","Algar64 2016-05",0,0,0,0,0,0,0,2016,5,0,0,NA
"1898",1898,1898,"Algar64","OffLine","2016-06","Algar64 2016-06",0,0,0,0,0,0,0,2016,6,0,0,NA
"1899",1899,1899,"Algar64","OffLine","2016-07","Algar64 2016-07",0,0,0,0,0,0,0,2016,7,0,0,NA
"1900",1900,1900,"Algar64","OffLine","2016-08","Algar64 2016-08",0,0,0,0,0,0,0,2016,8,0,0,NA
"1901",1901,1901,"Algar64","OffLine","2016-09","Algar64 2016-09",0,0,0,0,0,0,0,2016,9,0,0,NA
"1902",1902,1902,"Algar64","OffLine","2016-10","Algar64 2016-10",0,0,0,0,0,0,0,2016,10,0,0,NA
"1903",1903,1903,"Algar64","OffLine","2016-11","Algar64 2016-11",0,0,0,0,0,0,0,2016,11,0,0,NA
"1904",1904,1904,"Algar64","OffLine","2016-12","Algar64 2016-12",0,0,0,0,0,0,0,2016,12,0,0,NA
